method,deriv_order,noise_level,total_successful,total_failures,failure_rate,affected_odes
PyNumDiff-TV-Acceleration,6,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,6,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,6,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,6,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,6,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,7,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,7,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,7,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,7,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,7,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Acceleration,7,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,0,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,0,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,0,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,0,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,0,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,0,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,1,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,1,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,1,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,1,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,1,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,1,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,2,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,2,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,2,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,2,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,2,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,2,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,3,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,3,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,3,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,3,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,3,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,3,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,4,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,4,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,4,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,4,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,4,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,4,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,5,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,5,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,5,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,5,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,5,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,5,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,6,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,6,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,6,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,6,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,6,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,6,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,7,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,7,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,7,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,7,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,7,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Jerk,7,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,0,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,0,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,0,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,0,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,0,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,0,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,1,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,1,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,1,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,1,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,1,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,1,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,2,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,2,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,2,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,2,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,2,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,2,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,3,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,3,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,3,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,3,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,3,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,3,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,4,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,4,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,4,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,4,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,4,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,4,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,5,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,5,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,5,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,5,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,5,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,5,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,6,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,6,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,6,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,6,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,6,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,6,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,7,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,7,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,7,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,7,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,7,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TV-Velocity,7,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,0,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,0,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,0,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,0,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,0,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,0,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,1,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,1,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,1,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,1,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,1,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,1,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,2,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,2,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,2,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,2,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,2,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,2,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,3,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,3,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,3,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,3,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,3,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,3,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,4,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,4,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,4,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,4,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,4,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,4,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,5,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,5,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,5,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,5,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,5,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,5,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,6,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,6,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,6,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,6,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,6,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,6,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,7,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,7,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,7,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,7,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,7,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Auto,7,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,0,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,0,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,0,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,0,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,0,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,0,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,1,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,1,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,1,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,1,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,1,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,1,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,2,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,2,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,2,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,2,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,2,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,2,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,3,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,3,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,3,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,3,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,3,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,3,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,4,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,4,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,4,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,4,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,4,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,4,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,5,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,5,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,5,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,5,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,5,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,5,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,6,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,6,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,6,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,6,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,6,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,6,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,7,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,7,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,7,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,7,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,7,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
PyNumDiff-TVRegularized-Tuned,7,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,0,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,0,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,0,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,0,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,0,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,0,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,1,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,1,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,1,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,1,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,1,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,1,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,2,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,2,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,2,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,2,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,2,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,2,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,3,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,3,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,3,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,3,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,3,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,3,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,4,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,4,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,4,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,4,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,4,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,4,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,5,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,5,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,5,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,5,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,5,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,5,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,6,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,6,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,6,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,6,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,6,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,6,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,7,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,7,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,7,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,7,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,7,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
RKHS_Spline_m2_Python,7,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,0,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,0,1.0e-6,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,0,0.0001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,0,0.001,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,0,0.01,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,0,0.02,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
SVR_Python,1,1.0e-8,0,30,1.0,"lotka_volterra, van_der_pol, lorenz"
